phrase,total_occurrences,position_score,p_dem,p_rep,n_dem,n_rep,ngram_size
revive,25,-0.40084723935709443,0.003520397597846345,0.001505700150570015,17,7,1
mr van drew,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,3
mr walkinshaw mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
adams memorial,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
service connected,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
earl,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,1
service employees,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
army national guard,25,0.6120175140915453,0.0010354110581901014,0.004302000430200043,5,20,3
arriving,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,1
behalf grateful,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,2
way work,25,-0.40084723935709443,0.003520397597846345,0.001505700150570015,17,7,2
wealthiest country,25,-0.9999999790043483,0.004762890867674467,0.0,23,0,2
medicaid medicaid,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,2
just tax,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,2
serial,25,0.2902154559100908,0.0016566576931041624,0.00301140030114003,8,14,1
parameters,25,0.736097166904391,0.0006212466349140609,0.004086900408690041,3,19,1
mr wyden mr,25,-0.9170310376810566,0.004969973079312487,0.00021510002151000216,24,1,3
emission standards,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,2
going raise,25,-0.3163445820928519,0.0033133153862083247,0.0017208001720800173,16,8,2
carlson,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,1
wasserman schultz mr,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,3
career public service,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,3
adoption resolution house,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,3
medium range,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
house financial,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
imagery,25,0.35010833170830774,0.0016566576931041624,0.0034416003441600346,8,16,1
act signed,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
october 2025,25,0.35010833170830774,0.0016566576931041624,0.0034416003441600346,8,16,2
varsity,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,1
national institute standards,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,3
act prohibit,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,2
nation energy,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
speaker look forward,25,0.01899134797679204,0.002277904328018223,0.0023661002366100236,11,11,3
prediction,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,1
sally,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
climb,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,1
health benefits,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
expectancy,25,-0.5706639524774907,0.003934562021122386,0.0010755001075500108,19,5,1
exploded,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,1
exploding,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,1
civic life,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
uncompensated care,25,-0.9999999798791671,0.004969973079312487,0.0,24,0,2
21 2025,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,2
undefeated,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
intact,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,1
federal officials,25,-0.2870154138773777,0.0031062331745703043,0.0017208001720800173,15,8,2
power power,25,-0.485619930671977,0.003727479809484365,0.001290600129060013,18,6,2
championship title,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
doesn exist,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,2
unjustly,25,-0.6559806095259151,0.0041416442327604054,0.0008604000860400087,20,4,1
days ahead,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
united states secret,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
unites,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,1
america want,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,2
america national security,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,3
america needs,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,2
america safer,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,2
deception,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,1
shy,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,1
information regarding,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,2
financial security,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,2
financial technology,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,2
vacancy,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,1
national cemetery,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
university utah,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
endowed,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,1
mr speaker did,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,3
mr speaker rule,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,3
mr shreve mr,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
energy conservation standards,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,3
washington dc september,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,3
larson connecticut,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
title 28,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
house financial services,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,3
served distinction,25,0.18507221624344844,0.0020708221163802027,0.00301140030114003,10,14,2
parents grandparents,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,2
earned numerous,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,2
panic,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,1
end hunger,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,2
end month,25,0.058946568276176226,0.0024849865396562435,0.002796300279630028,12,13,2
endangers,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,1
come forward,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,2
designed help,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
deserve mr,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
disadvantage,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,1
rare earth,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
friend california,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
friend gentleman,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,2
ratio,25,0.14905689426237537,0.0020708221163802027,0.002796300279630028,10,13,1
healthcare benefits,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
healthcare cuts,25,-0.9999999790043483,0.004762890867674467,0.0,23,0,2
doing thing,25,0.18507221624344844,0.0020708221163802027,0.00301140030114003,10,14,2
healthcare workers,25,-0.9098284701974023,0.004555808656036446,0.00021510002151000216,22,1,2
heard today,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
real results,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
courtney mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
tell american people,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,3
posed intense,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
posed intense competition,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
subsection following,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
subcommittee staff,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
esophageal,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,1
espaillat mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
espaillat mr speaker,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
polluted,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,1
quality affordable,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,2
quantum computing,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
washington times,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
members house representatives,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,3
doesn need,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,2
dementia,25,-0.7415712149485449,0.004348726444398426,0.0006453000645300065,21,3,1
submissions,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,1
pork,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,1
utmost,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,1
act national,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,2
obey,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,1
audiences,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,1
course years,25,0.058946568276176226,0.0024849865396562435,0.002796300279630028,12,13,2
locate,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,1
court judges,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
real id,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,2
copper mining,25,-0.9170310376810566,0.004969973079312487,0.00021510002151000216,24,1,2
expeditionary,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
50 year,25,0.058946568276176226,0.0024849865396562435,0.002796300279630028,12,13,2
local issues,25,-0.9170310376810566,0.004969973079312487,0.00021510002151000216,24,1,2
speaker continue,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,2
sparked,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,1
child abuse,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
2025 defined,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
party line,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,2
calvert mr,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
pass laws,25,-0.5877054316379943,0.0041416442327604054,0.0010755001075500108,20,5,2
cops,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,1
unclassified form,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
stages,25,-0.3163445820928519,0.0033133153862083247,0.0017208001720800173,16,8,1
mr reed mr,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,3
stand ready,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
working middle,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
results study,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,2
micromobility,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,1
ansari mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
brad,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,1
just examples,25,-0.2550569759096449,0.002899150962932284,0.0017208001720800173,14,8,2
just important,25,0.35010833170830774,0.0016566576931041624,0.0034416003441600346,8,16,2
just know,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,2
recognize great achievement,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
resolution ask immediate,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,3
resolving,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,1
resolution house shall,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,3
530,25,0.432237683010795,0.001449575481466142,0.0036567003656700365,7,17,1
lit,25,-0.07204212070048698,0.0024849865396562435,0.0021510002151000217,12,10,1
congress shall,25,0.2677202509622973,0.0018637399047421825,0.0032265003226500323,9,15,2
ago said,25,-0.2870154138773777,0.0031062331745703043,0.0017208001720800173,15,8,2
school ably,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
dominated,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,1
miami dade,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
reckless republican,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
amendment ms,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,2
amendment table,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
america 250th,25,0.6120175140915453,0.0010354110581901014,0.004302000430200043,5,20,2
america america,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,2
sbir sttr programs,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,3
policy decisions,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
policy united,25,0.82436387303596,0.0004141644232760406,0.004302000430200043,2,20,2
military academy,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
students community,25,-0.05801648113127875,0.001449575481466142,0.001290600129060013,7,6,2
help bring,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,2
envy,25,-0.5706639524774907,0.003934562021122386,0.0010755001075500108,19,5,1
treasury secretary,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
doing best,25,0.18507221624344844,0.0020708221163802027,0.00301140030114003,10,14,2
students teachers,25,-0.9135795657415438,0.004762890867674467,0.00021510002151000216,23,1,2
policy united states,25,0.82436387303596,0.0004141644232760406,0.004302000430200043,2,20,3
scenic,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,1
scholten mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
political economic,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,2
political party,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
antisemitism,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,1
tripling,25,-0.8118045770328438,0.0041416442327604054,0.00043020004302000433,20,2,1
school teacher,25,0.3214810154275356,0.0016566576931041624,0.0032265003226500323,8,15,2
plumpy nut,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
tribute outstanding high,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
trillion dollar,25,-0.9135795657415438,0.004762890867674467,0.00021510002151000216,23,1,2
campaign finance,25,-0.7930576196655666,0.003727479809484365,0.00043020004302000433,18,2,2
flood insurance program,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
flood mr,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
cancer care,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,2
standards setting,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,2
million new,25,-0.3163445820928519,0.0033133153862083247,0.0017208001720800173,16,8,2
million people healthcare,25,-0.9999999770047625,0.004348726444398426,0.0,21,0,3
school ably way,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
school board,25,0.2677202509622973,0.0018637399047421825,0.0032265003226500323,9,15,2
plot,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,1
plumpy,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,1
visionary leadership,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,2
pay special tribute,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
cylinders,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,1
daily life,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,2
ballistic missile,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
cloture motion,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
mr president just,25,-0.11172017759331136,0.002692068751294264,0.0021510002151000217,13,10,3
mr president know,25,0.35010833170830774,0.0016566576931041624,0.0034416003441600346,8,16,3
congressional action,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
congress right,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
bipartisan solution,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
just ask,25,-0.19922245251131004,0.002899150962932284,0.0019359001935900194,14,9,2
joyful,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,1
area chamber,25,0.736097166904391,0.0006212466349140609,0.004086900408690041,3,19,2
draws,25,0.18507221624344844,0.0020708221163802027,0.00301140030114003,10,14,1
construction section,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
native hawaiians,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,2
important bipartisan,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
used develop,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
later 120,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
later 120 days,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
later months,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
board trustees,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
country like,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,2
world trade,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
law 116,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
reservoir,25,0.432237683010795,0.001449575481466142,0.0036567003656700365,7,17,1
increase deficit,25,-0.6559806095259151,0.0041416442327604054,0.0008604000860400087,20,4,2
increase funding,25,-0.5706639524774907,0.003934562021122386,0.0010755001075500108,19,5,2
nullify,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
eisenhower,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,1
election day,25,0.058946568276176226,0.0024849865396562435,0.002796300279630028,12,13,2
mr issa,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
mr jack,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
federal land management,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,3
millions lives,25,-0.6411232877895053,0.003934562021122386,0.0008604000860400087,19,4,2
minded,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,1
joan,25,0.6120175140915453,0.0010354110581901014,0.004302000430200043,5,20,1
giants,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,1
girls basketball,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
senator yield,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,2
send president,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
vote floor,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
honor represent exemplary,25,0.0,0.0,0.0,0,0,3
ukrainian people,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,2
dreamers,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,1
colleagues republican,25,-0.3163445820928519,0.0033133153862083247,0.0017208001720800173,16,8,2
pay fair share,25,-0.7415712149485449,0.004348726444398426,0.0006453000645300065,21,3,3
faith family,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
aid recovery,25,0.9228669619491621,0.0002070822116380203,0.005162400516240052,1,24,2
country year,25,0.432237683010795,0.001449575481466142,0.0036567003656700365,7,17,2
time offer motion,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
fair labor,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
term appropriate congressional,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
exploiting,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,1
1182,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,1
ably way,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
ably way achieving,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
misery,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
monarch,25,-0.8199595305972683,0.004348726444398426,0.00043020004302000433,21,2,1
32 000,25,-0.06444397350490638,0.002692068751294264,0.0023661002366100236,13,11,2
amended striking item,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
requirements described,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
recovery act,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,2
captive,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,1
million women,25,-0.5877054316379943,0.0041416442327604054,0.0010755001075500108,20,5,2
physics,25,0.01899134797679204,0.002277904328018223,0.0023661002366100236,11,11,1
sea level,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,2
piracy,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,1
place country,25,-0.1633910145834071,0.002692068751294264,0.0019359001935900194,13,9,2
second world war,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,3
administration mr speaker,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,3
mined,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,1
truly selfless,25,0.9228669619491621,0.0002070822116380203,0.005162400516240052,1,24,2
want read,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,2
custodial,25,0.5374543453164778,0.0010354110581901014,0.0034416003441600346,5,16,1
barry,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,1
help veterans,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,2
helped create,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
henderson,25,-0.19922245251131004,0.002899150962932284,0.0019359001935900194,14,9,1
chair rise support,25,0.6900795671077866,0.0008283288465520812,0.004517100451710045,4,21,3
need energy,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,2
need just,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
note amended,25,0.9999999814040004,0.0,0.005377500537750054,0,25,2
notice comment procedures,25,-0.9170310376810566,0.004969973079312487,0.00021510002151000216,24,1,3
act enhanced,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,2
impaired,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
cohen mr speaker,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
peltz,25,0.4551877033281937,0.001449575481466142,0.003871800387180039,7,18,1
mr flood mr,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,3
access lifesaving,25,-0.40084723935709443,0.003520397597846345,0.001505700150570015,17,7,2
state illinois,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,2
money groups,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,2
streamlines,25,0.5141095217201701,0.0012424932698281218,0.003871800387180039,6,18,1
dig,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,1
worsen,25,-0.6249247421992916,0.003727479809484365,0.0008604000860400087,18,4,1
payday,25,-0.42455631822675394,0.003727479809484365,0.001505700150570015,18,7,1
senate judiciary committee,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,3
people day,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
people depend,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,2
pdf,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,1
additional government,25,0.9228669619491621,0.0002070822116380203,0.005162400516240052,1,24,2
additional government contractor,25,0.9228669619491621,0.0002070822116380203,0.005162400516240052,1,24,3
people asking,25,-0.485619930671977,0.003727479809484365,0.001290600129060013,18,6,2
12 month,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,2
gerald ford,25,-0.834318292464328,0.004762890867674467,0.00043020004302000433,23,2,2
gerard,25,-0.5877054316379943,0.0041416442327604054,0.0010755001075500108,20,5,1
giant sequoia groves,25,0.919648086136646,0.0002070822116380203,0.004947300494730049,1,23,3
jayden,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,1
entire family,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
misused,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,1
environmental laws,25,-0.1816987891725129,0.0031062331745703043,0.0021510002151000217,15,10,2
broadcasters,25,-0.26240400026222976,0.0033133153862083247,0.0019359001935900194,16,9,1
investment company,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
permitted offered motion,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
administrative costs,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
want fund,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
appropriate time offer,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
secretary burgum,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,2
month period,25,-0.02102462265320505,0.002692068751294264,0.002581200258120026,13,12,2
chopping block,25,-0.9170310376810566,0.004969973079312487,0.00021510002151000216,24,1,2
senate act,25,-0.34335613163782575,0.003520397597846345,0.0017208001720800173,17,8,2
voting elections,25,0.7679077944506002,0.0006212466349140609,0.004732200473220047,3,22,2
inviting,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,1
enforcement officials,25,0.2974098428471877,0.0018637399047421825,0.0034416003441600346,9,16,2
tsa workers,25,-0.6696566633598648,0.004348726444398426,0.0008604000860400087,21,4,2
mr espaillat mr,25,-0.9999999806840004,0.0051770552909505075,0.0,25,0,3
enforcement agency,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,2
plain oil,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,2
plain oil gas,25,0.8455032451447134,0.0004141644232760406,0.004947300494730049,2,23,3
plan year,25,0.6770854907267284,0.0008283288465520812,0.004302000430200043,4,20,2
higher education act,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,3
highest honor,25,0.5337205800643252,0.0012424932698281218,0.004086900408690041,6,19,2
vote want,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
vote week,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,2
administration congress,25,-0.10123937035419314,0.002899150962932284,0.0023661002366100236,14,11,2
sow,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,1
nearly 200,25,0.01899134801087066,0.0024849865396562435,0.002581200258120026,12,12,2
nearly 60,25,-0.23211067068545757,0.0031062331745703043,0.0019359001935900194,15,9,2
nearly 80,25,0.058946568276176226,0.0024849865396562435,0.002796300279630028,12,13,2
high level,25,-0.1481442251218591,0.002899150962932284,0.0021510002151000217,14,10,2
administration reckless,25,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,2
college law,25,-0.485619930671977,0.003727479809484365,0.001290600129060013,18,6,2
definition firearm,25,-0.5060057019224768,0.003934562021122386,0.001290600129060013,19,6,2
cfius,25,0.6120175140915453,0.0010354110581901014,0.004302000430200043,5,20,1
123,25,0.3764178157768472,0.0016566576931041624,0.0036567003656700365,8,17,1
fuller,25,0.21816270347045855,0.0020708221163802027,0.0032265003226500323,10,15,1
120 days date,25,0.9999999814040004,0.0,0.005377500537750054,0,25,3
research act,25,0.13867531002293687,0.002277904328018223,0.00301140030114003,11,14,2
122,25,0.5141095217201701,0.0012424932698281218,0.003871800387180039,6,18,1
